Survey,Site,Transect,Cfreq,Number,Recorder,Species,Abundance,latin_name,Order,Family,Family_Eng,Genus,FamilyNum,SpeNum,Transect_No_bird
11,MM,MM6,high,X202304010930,KWG,红耳鹎,126,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,MM6X202304010930Pycnonotus jocosus
11,MM,MM6,high,X202304010930,KWG,黄腹山鹪莺,1,Prinia flaviventris,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,958,MM6X202304010930Prinia flaviventris
11,MM,MM6,high,X202304010930,KWG,黄眉姬鹟,3,Ficedula narcissina,PASSERIFORMES,鹟科,Muscicapidae,Ficedula,101,1286,MM6X202304010930Ficedula narcissina
11,MM,MM6,high,X202304010930,KWG,黄眉柳莺,2,Phylloscopus inornatus,PASSERIFORMES,柳莺科,Phylloscopidae,Phylloscopus,81,869,MM6X202304010930Phylloscopus inornatus
11,MM,MM6,high,X202304010930,KWG,灰胸竹鸡,1,Bambusicola thoracicus,GALLIFORMES,雉科,Phasianidae,Bambusicola,2,113,MM6X202304010930Bambusicola thoracicus
11,MM,MM6,high,X202304010930,KWG,鹊鸲,2,Copsychus saularis,PASSERIFORMES,鹟科,Muscicapidae,Copsychus,101,1220,MM6X202304010930Copsychus saularis
11,MM,MM6,high,X202304010930,KWG,树鹨,2,Anthus hodgsoni,PASSERIFORMES,鹡鸰科,Motacillidae,Anthus,110,1396,MM6X202304010930Anthus hodgsoni
11,MM,MM6,high,X202304010930,KWG,松雀鹰,1,Accipiter virgatus,ACCIPITRIFORMES,鹰科,Accipitridae,Accipiter,20,242,MM6X202304010930Accipiter virgatus
11,MM,MM6,high,X202304010930,KWG,大山雀,2,Parus minor,PASSERIFORMES,山雀科,Paridae,Parus,72,770,MM6X202304010930Parus minor
11,MM,MM6,high,X202304010930,KWG,长尾缝叶莺,17,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,MM6X202304010930Orthotomus sutorius
11,MM,MM6,high,X202304010930,KWG,朱背啄花鸟,3,Dicaeum cruentatum,PASSERIFORMES,啄花鸟科,Dicaeidae,Dicaeum,104,1339,MM6X202304010930Dicaeum cruentatum
11,MM,MM6,high,X202304010930,KWG,珠颈斑鸠,1,Spilopelia chinensis,COLUMBIFORMES,鸠鸽科,Columbidae,Spilopelia,38,459,MM6X202304010930Spilopelia chinensis
11,MM,MM4,high,X202304031730,YJ,红耳鹎,36,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,MM4X202304031730Pycnonotus jocosus
11,MM,MM4,high,X202304031730,YJ,海南蓝仙鹟,1,Cyornis hainanus,PASSERIFORMES,鹟科,Muscicapidae,Cyornis,101,1229,MM4X202304031730Cyornis hainanus
11,MM,MM4,high,X202304031730,YJ,长尾缝叶莺,2,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,MM4X202304031730Orthotomus sutorius
11,MM,MM4,high,X202304031730,YJ,白头鹎,2,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,MM4X202304031730Pycnonotus sinensis
11,MM,MM4,high,X202304031730,YJ,小白腰雨燕,2,Apus nipalensis,APODIFORMES,雨燕科,Apodidae,Apus,45,551,MM4X202304031730Apus nipalensis
11,MM,MM4,high,X202304031730,YJ,黑喉噪鹛,1,Pterorhinus chinensis,PASSERIFORMES,噪鹛科,Leiothrichidae,Pterorhinus,88,1068,MM4X202304031730Pterorhinus chinensis
11,MM,MM5a,high,X202304031720,HXL,黑喉噪鹛,2,Pterorhinus chinensis,PASSERIFORMES,噪鹛科,Leiothrichidae,Pterorhinus,88,1068,MM5aX202304031720Pterorhinus chinensis
11,MM,MM5a,high,X202304031720,HXL,红耳鹎,14,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,MM5aX202304031720Pycnonotus jocosus
11,MM,MM5a,high,X202304031720,HXL,小白腰雨燕,34,Apus nipalensis,APODIFORMES,雨燕科,Apodidae,Apus,45,551,MM5aX202304031720Apus nipalensis
11,MM,MM5a,high,X202304031720,HXL,棕颈钩嘴鹛,1,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,MM5aX202304031720Pomatorhinus ruficollis
11,MM,MM5b,high,X202304031730,YZZ,红耳鹎,20,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,MM5bX202304031730Pycnonotus jocosus
11,MM,MM5b,high,X202304031730,YZZ,纯色山鹪莺,2,Prinia inornata,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,959,MM5bX202304031730Prinia inornata
11,MM,MM5b,high,X202304031730,YZZ,珠颈斑鸠,2,Spilopelia chinensis,COLUMBIFORMES,鸠鸽科,Columbidae,Spilopelia,38,459,MM5bX202304031730Spilopelia chinensis
11,MM,MM5b,high,X202304031730,YZZ,绿嘴地鹃,1,Phaenicophaeus tristis,CUCULIFORMES,杜鹃科,Cuculidae,Phaenicophaeus,39,480,MM5bX202304031730Phaenicophaeus tristis
11,MM,MM6,high,X202304011620,KWG,白喉红臀鹎,4,Pycnonotus aurigaster,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,817,MM6X202304011620Pycnonotus aurigaster
11,MM,MM6,high,X202304011620,KWG,海南蓝仙鹟,2,Cyornis hainanus,PASSERIFORMES,鹟科,Muscicapidae,Cyornis,101,1229,MM6X202304011620Cyornis hainanus
11,MM,MM6,high,X202304011620,KWG,褐翅鸦鹃,2,Centropus sinensis,CUCULIFORMES,杜鹃科,Cuculidae,Centropus,39,478,MM6X202304011620Centropus sinensis
11,MM,MM6,high,X202304011620,KWG,红耳鹎,84,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,MM6X202304011620Pycnonotus jocosus
11,MM,MM6,high,X202304011620,KWG,黄眉柳莺,4,Phylloscopus inornatus,PASSERIFORMES,柳莺科,Phylloscopidae,Phylloscopus,81,869,MM6X202304011620Phylloscopus inornatus
11,MM,MM6,high,X202304011620,KWG,鹊鸲,8,Copsychus saularis,PASSERIFORMES,鹟科,Muscicapidae,Copsychus,101,1220,MM6X202304011620Copsychus saularis
11,MM,MM6,high,X202304011620,KWG,树鹨,2,Anthus hodgsoni,PASSERIFORMES,鹡鸰科,Motacillidae,Anthus,110,1396,MM6X202304011620Anthus hodgsoni
11,MM,MM6,high,X202304011620,KWG,长尾缝叶莺,12,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,MM6X202304011620Orthotomus sutorius
11,MM,MM6,high,X202304011620,KWG,朱背啄花鸟,2,Dicaeum cruentatum,PASSERIFORMES,啄花鸟科,Dicaeidae,Dicaeum,104,1339,MM6X202304011620Dicaeum cruentatum
11,MM,MM4,high,X202304040710,YZZ,黄腹山鹪莺,2,Prinia flaviventris,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,958,MM4X202304040710Prinia flaviventris
11,MM,MM4,high,X202304040710,YZZ,红耳鹎,8,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,MM4X202304040710Pycnonotus jocosus
11,MM,MM4,high,X202304040710,YZZ,鹊鸲,2,Copsychus saularis,PASSERIFORMES,鹟科,Muscicapidae,Copsychus,101,1220,MM4X202304040710Copsychus saularis
11,MM,MM4,high,X202304040710,YZZ,白喉红臀鹎,2,Pycnonotus aurigaster,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,817,MM4X202304040710Pycnonotus aurigaster
11,MM,MM4,high,X202304040710,YZZ,纯色山鹪莺,1,Prinia inornata,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,959,MM4X202304040710Prinia inornata
11,MM,MM4,high,X202304040710,YZZ,珠颈斑鸠,5,Spilopelia chinensis,COLUMBIFORMES,鸠鸽科,Columbidae,Spilopelia,38,459,MM4X202304040710Spilopelia chinensis
11,MM,MM5a,high,X202304040710,HXL,红耳鹎,8,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,MM5aX202304040710Pycnonotus jocosus
11,MM,MM5a,high,X202304040710,HXL,黑喉噪鹛,2,Pterorhinus chinensis,PASSERIFORMES,噪鹛科,Leiothrichidae,Pterorhinus,88,1068,MM5aX202304040710Pterorhinus chinensis
11,MM,MM5a,high,X202304040710,HXL,棕颈钩嘴鹛,1,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,MM5aX202304040710Pomatorhinus ruficollis
11,MM,MM5a,high,X202304040710,HXL,鹊鸲,1,Copsychus saularis,PASSERIFORMES,鹟科,Muscicapidae,Copsychus,101,1220,MM5aX202304040710Copsychus saularis
11,MM,MM5a,high,X202304040710,HXL,小鳞胸鹪鹛,2,Pnoepyga pusilla,PASSERIFORMES,鳞胸鹪鹛科,Pnoepygidae,Pnoepyga,78,837,MM5aX202304040710Pnoepyga pusilla
11,MM,MM5a,high,X202304040710,HXL,白冠燕尾,1,Enicurus leschenaulti,PASSERIFORMES,鹟科,Muscicapidae,Enicurus,101,1279,MM5aX202304040710Enicurus leschenaulti
11,MM,MM5b,high,X202304040710,YJ,长尾缝叶莺,1,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,MM5bX202304040710Orthotomus sutorius
11,MM,MM5b,high,X202304040710,YJ,红耳鹎,14,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,MM5bX202304040710Pycnonotus jocosus
11,MM,MM5b,high,X202304040710,YJ,棕颈钩嘴鹛,2,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,MM5bX202304040710Pomatorhinus ruficollis
11,MM,MM5b,high,X202304040710,YJ,白喉红臀鹎,4,Pycnonotus aurigaster,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,817,MM5bX202304040710Pycnonotus aurigaster
11,MM,MM5b,high,X202304040710,YJ,黄眉柳莺,2,Phylloscopus inornatus,PASSERIFORMES,柳莺科,Phylloscopidae,Phylloscopus,81,869,MM5bX202304040710Phylloscopus inornatus
11,MM,MM6,high,X202304020928,KWG,暗绿绣眼鸟,6,Zosterops simplex,PASSERIFORMES,绣眼鸟科,Zosteropidae,Zosterops,91,1132,MM6X202304020928Zosterops simplex
11,MM,MM6,high,X202304020928,KWG,白喉红臀鹎,14,Pycnonotus aurigaster,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,817,MM6X202304020928Pycnonotus aurigaster
11,MM,MM6,high,X202304020928,KWG,白鹭,1,Egretta garzetta,PELECANIFORMES,鹭科,Ardeidae,Egretta,13,193,MM6X202304020928Egretta garzetta
11,MM,MM6,high,X202304020928,KWG,斑文鸟,2,Lonchura punctulata,PASSERIFORMES,梅花雀科,Estrildidae,Lonchura,108,1368,MM6X202304020928Lonchura punctulata
11,MM,MM6,high,X202304020928,KWG,叉尾太阳鸟,2,Aethopyga christinae,PASSERIFORMES,太阳鸟科,Nectariniidae,Aethopyga,105,1346,MM6X202304020928Aethopyga christinae
11,MM,MM6,high,X202304020928,KWG,海南蓝仙鹟,1,Cyornis hainanus,PASSERIFORMES,鹟科,Muscicapidae,Cyornis,101,1229,MM6X202304020928Cyornis hainanus
11,MM,MM6,high,X202304020928,KWG,黑短脚鹎,4,Hypsipetes leucocephalus,PASSERIFORMES,鹎科,Pycnonotidae,Hypsipetes,76,804,MM6X202304020928Hypsipetes leucocephalus
11,MM,MM6,high,X202304020928,KWG,黑喉噪鹛,3,Pterorhinus chinensis,PASSERIFORMES,噪鹛科,Leiothrichidae,Pterorhinus,88,1068,MM6X202304020928Pterorhinus chinensis
11,MM,MM6,high,X202304020928,KWG,红耳鹎,116,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,MM6X202304020928Pycnonotus jocosus
11,MM,MM6,high,X202304020928,KWG,红胸啄花鸟,2,Dicaeum ignipectus,PASSERIFORMES,啄花鸟科,Dicaeidae,Dicaeum,104,1338,MM6X202304020928Dicaeum ignipectus
11,MM,MM6,high,X202304020928,KWG,黄腹山鹪莺,1,Prinia flaviventris,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,958,MM6X202304020928Prinia flaviventris
11,MM,MM6,high,X202304020928,KWG,黄眉姬鹟,2,Ficedula narcissina,PASSERIFORMES,鹟科,Muscicapidae,Ficedula,101,1286,MM6X202304020928Ficedula narcissina
11,MM,MM6,high,X202304020928,KWG,黄眉柳莺,2,Phylloscopus inornatus,PASSERIFORMES,柳莺科,Phylloscopidae,Phylloscopus,81,869,MM6X202304020928Phylloscopus inornatus
11,MM,MM6,high,X202304020928,KWG,鹊鸲,2,Copsychus saularis,PASSERIFORMES,鹟科,Muscicapidae,Copsychus,101,1220,MM6X202304020928Copsychus saularis
11,MM,MM6,high,X202304020928,KWG,大山雀,1,Parus minor,PASSERIFORMES,山雀科,Paridae,Parus,72,770,MM6X202304020928Parus minor
11,MM,MM6,high,X202304020928,KWG,长尾缝叶莺,14,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,MM6X202304020928Orthotomus sutorius
11,MM,MM6,high,X202304020928,KWG,朱背啄花鸟,3,Dicaeum cruentatum,PASSERIFORMES,啄花鸟科,Dicaeidae,Dicaeum,104,1339,MM6X202304020928Dicaeum cruentatum
11,YJ,YJ1,high,X202304041640,HXL,黄腹山鹪莺,2,Prinia flaviventris,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,958,YJ1X202304041640Prinia flaviventris
11,YJ,YJ1,high,X202304041640,HXL,褐翅鸦鹃,2,Centropus sinensis,CUCULIFORMES,杜鹃科,Cuculidae,Centropus,39,478,YJ1X202304041640Centropus sinensis
11,YJ,YJ1,high,X202304041640,HXL,红耳鹎,21,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,YJ1X202304041640Pycnonotus jocosus
11,YJ,YJ1,high,X202304041640,HXL,白头鹎,5,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,YJ1X202304041640Pycnonotus sinensis
11,YJ,YJ1,high,X202304041640,HXL,棕颈钩嘴鹛,5,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,YJ1X202304041640Pomatorhinus ruficollis
11,YJ,YJ1,high,X202304041640,HXL,黑喉噪鹛,2,Pterorhinus chinensis,PASSERIFORMES,噪鹛科,Leiothrichidae,Pterorhinus,88,1068,YJ1X202304041640Pterorhinus chinensis
11,YJ,YJ1,high,X202304041640,HXL,纯色山鹪莺,1,Prinia inornata,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,959,YJ1X202304041640Prinia inornata
11,YJ,YJ2,high,X202304041640,YJ,红耳鹎,25,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,YJ2X202304041640Pycnonotus jocosus
11,YJ,YJ2,high,X202304041640,YJ,暗绿绣眼鸟,1,Zosterops simplex,PASSERIFORMES,绣眼鸟科,Zosteropidae,Zosterops,91,1132,YJ2X202304041640Zosterops simplex
11,YJ,YJ2,high,X202304041640,YJ,小白腰雨燕,5,Apus nipalensis,APODIFORMES,雨燕科,Apodidae,Apus,45,551,YJ2X202304041640Apus nipalensis
11,YJ,YJ2,high,X202304041640,YJ,白头鹎,6,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,YJ2X202304041640Pycnonotus sinensis
11,YJ,YJ3,high,X202304041640,YZZ,红耳鹎,5,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,YJ3X202304041640Pycnonotus jocosus
11,YJ,YJ3,high,X202304041640,YZZ,白头鹎,2,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,YJ3X202304041640Pycnonotus sinensis
11,YJ,YJ3,high,X202304041640,YZZ,大嘴乌鸦,3,Corvus macrorhynchos,PASSERIFORMES,鸦科,Corvidae,Corvus,69,744,YJ3X202304041640Corvus macrorhynchos
11,YJ,YJ3,high,X202304041640,YZZ,暗绿绣眼鸟,3,Zosterops simplex,PASSERIFORMES,绣眼鸟科,Zosteropidae,Zosterops,91,1132,YJ3X202304041640Zosterops simplex
11,YJ,YJ3,high,X202304041640,YZZ,金头拟缝叶莺,4,Phyllergates cucullatus,PASSERIFORMES,树莺科,Cettiidae,Phyllergates,79,841,YJ3X202304041640Phyllergates cucullatus
11,YJ,YJ3,high,X202304041640,YZZ,长尾缝叶莺,1,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,YJ3X202304041640Orthotomus sutorius
11,YJ,YJ3,high,X202304041640,YZZ,棕颈钩嘴鹛,1,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,YJ3X202304041640Pomatorhinus ruficollis
11,YJ,YJ1,high,X202304050700,HXL,红耳鹎,28,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,YJ1X202304050700Pycnonotus jocosus
11,YJ,YJ1,high,X202304050700,HXL,黑喉噪鹛,1,Pterorhinus chinensis,PASSERIFORMES,噪鹛科,Leiothrichidae,Pterorhinus,88,1068,YJ1X202304050700Pterorhinus chinensis
11,YJ,YJ1,high,X202304050700,HXL,金头拟缝叶莺,2,Phyllergates cucullatus,PASSERIFORMES,树莺科,Cettiidae,Phyllergates,79,841,YJ1X202304050700Phyllergates cucullatus
11,YJ,YJ1,high,X202304050700,HXL,长尾缝叶莺,2,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,YJ1X202304050700Orthotomus sutorius
11,YJ,YJ1,high,X202304050700,HXL,纯色山鹪莺,1,Prinia inornata,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,959,YJ1X202304050700Prinia inornata
11,YJ,YJ1,high,X202304050700,HXL,白头鹎,5,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,YJ1X202304050700Pycnonotus sinensis
11,YJ,YJ1,high,X202304050700,HXL,赤红山椒鸟,13,Pericrocotus speciosus,PASSERIFORMES,鹃鵙科,Campephagidae,Pericrocotus,62,663,YJ1X202304050700Pericrocotus speciosus
11,YJ,YJ1,high,X202304050700,HXL,棕颈钩嘴鹛,1,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,YJ1X202304050700Pomatorhinus ruficollis
11,YJ,YJ1,high,X202304050700,HXL,褐翅鸦鹃,2,Centropus sinensis,CUCULIFORMES,杜鹃科,Cuculidae,Centropus,39,478,YJ1X202304050700Centropus sinensis
11,YJ,YJ1,high,X202304050700,HXL,暗绿绣眼鸟,3,Zosterops simplex,PASSERIFORMES,绣眼鸟科,Zosteropidae,Zosterops,91,1132,YJ1X202304050700Zosterops simplex
11,YJ,YJ1,high,X202304050700,HXL,黄腹山鹪莺,1,Prinia flaviventris,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,958,YJ1X202304050700Prinia flaviventris
11,YJ,YJ2,high,X202304050725,YJ,红耳鹎,20,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,YJ2X202304050725Pycnonotus jocosus
11,YJ,YJ2,high,X202304050725,YJ,白头鹎,5,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,YJ2X202304050725Pycnonotus sinensis
11,YJ,YJ2,high,X202304050725,YJ,棕颈钩嘴鹛,2,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,YJ2X202304050725Pomatorhinus ruficollis
11,YJ,YJ2,high,X202304050725,YJ,长尾缝叶莺,3,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,YJ2X202304050725Orthotomus sutorius
11,YJ,YJ2,high,X202304050725,YJ,黑喉噪鹛,2,Pterorhinus chinensis,PASSERIFORMES,噪鹛科,Leiothrichidae,Pterorhinus,88,1068,YJ2X202304050725Pterorhinus chinensis
11,YJ,YJ2,high,X202304050725,YJ,珠颈斑鸠,1,Spilopelia chinensis,COLUMBIFORMES,鸠鸽科,Columbidae,Spilopelia,38,459,YJ2X202304050725Spilopelia chinensis
11,YJ,YJ2,high,X202304050725,YJ,大嘴乌鸦,1,Corvus macrorhynchos,PASSERIFORMES,鸦科,Corvidae,Corvus,69,744,YJ2X202304050725Corvus macrorhynchos
11,YJ,YJ3,high,X202304050720,ZJ,暗绿绣眼鸟,2,Zosterops simplex,PASSERIFORMES,绣眼鸟科,Zosteropidae,Zosterops,91,1132,YJ3X202304050720Zosterops simplex
11,YJ,YJ3,high,X202304050720,ZJ,黄腹山鹪莺,2,Prinia flaviventris,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,958,YJ3X202304050720Prinia flaviventris
11,YJ,YJ3,high,X202304050720,ZJ,金头拟缝叶莺,4,Phyllergates cucullatus,PASSERIFORMES,树莺科,Cettiidae,Phyllergates,79,841,YJ3X202304050720Phyllergates cucullatus
11,YJ,YJ3,high,X202304050720,ZJ,白头鹎,3,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,YJ3X202304050720Pycnonotus sinensis
11,YJ,YJ3,high,X202304050720,ZJ,长尾缝叶莺,1,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,YJ3X202304050720Orthotomus sutorius
11,YJ,YJ3,high,X202304050720,ZJ,大山雀,1,Parus minor,PASSERIFORMES,山雀科,Paridae,Parus,72,770,YJ3X202304050720Parus minor
11,YJ,YJ3,high,X202304050720,ZJ,树鹨,4,Anthus hodgsoni,PASSERIFORMES,鹡鸰科,Motacillidae,Anthus,110,1396,YJ3X202304050720Anthus hodgsoni
11,YJ,YJ1,high,X202304051645,HXL,红耳鹎,15,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,YJ1X202304051645Pycnonotus jocosus
11,YJ,YJ1,high,X202304051645,HXL,长尾缝叶莺,2,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,YJ1X202304051645Orthotomus sutorius
11,YJ,YJ1,high,X202304051645,HXL,褐翅鸦鹃,1,Centropus sinensis,CUCULIFORMES,杜鹃科,Cuculidae,Centropus,39,478,YJ1X202304051645Centropus sinensis
11,YJ,YJ1,high,X202304051645,HXL,黄腹山鹪莺,1,Prinia flaviventris,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,958,YJ1X202304051645Prinia flaviventris
11,YJ,YJ1,high,X202304051645,HXL,鹊鸲,1,Copsychus saularis,PASSERIFORMES,鹟科,Muscicapidae,Copsychus,101,1220,YJ1X202304051645Copsychus saularis
11,YJ,YJ1,high,X202304051645,HXL,大嘴乌鸦,1,Corvus macrorhynchos,PASSERIFORMES,鸦科,Corvidae,Corvus,69,744,YJ1X202304051645Corvus macrorhynchos
11,YJ,YJ2,high,X202304051640,YJ,小白腰雨燕,6,Apus nipalensis,APODIFORMES,雨燕科,Apodidae,Apus,45,551,YJ2X202304051640Apus nipalensis
11,YJ,YJ2,high,X202304051640,YJ,红耳鹎,27,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,YJ2X202304051640Pycnonotus jocosus
11,YJ,YJ2,high,X202304051640,YJ,白头鹎,4,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,YJ2X202304051640Pycnonotus sinensis
11,YJ,YJ2,high,X202304051640,YJ,长尾缝叶莺,1,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,YJ2X202304051640Orthotomus sutorius
11,YJ,YJ2,high,X202304051640,YJ,暗绿绣眼鸟,5,Zosterops simplex,PASSERIFORMES,绣眼鸟科,Zosteropidae,Zosterops,91,1132,YJ2X202304051640Zosterops simplex
11,YJ,YJ2,high,X202304051640,YJ,黑喉噪鹛,1,Pterorhinus chinensis,PASSERIFORMES,噪鹛科,Leiothrichidae,Pterorhinus,88,1068,YJ2X202304051640Pterorhinus chinensis
11,YJ,YJ3,high,X202304051710,ZJ,金头拟缝叶莺,2,Phyllergates cucullatus,PASSERIFORMES,树莺科,Cettiidae,Phyllergates,79,841,YJ3X202304051710Phyllergates cucullatus
11,YJ,YJ3,high,X202304051710,ZJ,白头鹎,5,Pycnonotus sinensis,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,812,YJ3X202304051710Pycnonotus sinensis
11,YJ,YJ3,high,X202304051710,ZJ,黄腹山鹪莺,2,Prinia flaviventris,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,958,YJ3X202304051710Prinia flaviventris
11,YJ,YJ3,high,X202304051710,ZJ,暗绿绣眼鸟,3,Zosterops simplex,PASSERIFORMES,绣眼鸟科,Zosteropidae,Zosterops,91,1132,YJ3X202304051710Zosterops simplex
11,YJ,YJ4,high,X202304060710,HXL,红耳鹎,20,Pycnonotus jocosus,PASSERIFORMES,鹎科,Pycnonotidae,Pycnonotus,76,814,YJ4X202304060710Pycnonotus jocosus
11,YJ,YJ4,high,X202304060710,HXL,长尾缝叶莺,5,Orthotomus sutorius,PASSERIFORMES,扇尾莺科,Cisticolidae,Orthotomus,84,960,YJ4X202304060710Orthotomus sutorius
11,YJ,YJ4,high,X202304060710,HXL,白喉短翅鸫,3,Brachypteryx leucophris,PASSERIFORMES,鹟科,Muscicapidae,Brachypteryx,101,1249,YJ4X202304060710Brachypteryx leucophris
11,YJ,YJ4,high,X202304060710,HXL,棕颈钩嘴鹛,3,Pomatorhinus ruficollis,PASSERIFORMES,鹛科,Timaliidae,Pomatorhinus,85,975,YJ4X202304060710Pomatorhinus ruficollis
11,YJ,YJ4,high,X202304060710,HXL,黄腹山鹪莺,4,Prinia flaviventris,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,958,YJ4X202304060710Prinia flaviventris
11,YJ,YJ4,high,X202304060710,HXL,叉尾太阳鸟,3,Aethopyga christinae,PASSERIFORMES,太阳鸟科,Nectariniidae,Aethopyga,105,1346,YJ4X202304060710Aethopyga christinae
11,YJ,YJ4,high,X202304060710,HXL,纯色山鹪莺,1,Prinia inornata,PASSERIFORMES,扇尾莺科,Cisticolidae,Prinia,84,959,YJ4X202304060710Prinia inornata
11,YJ,YJ4,high,X202304060710,HXL,暗绿绣眼鸟,2,Zosterops simplex,PASSERIFORMES,绣眼鸟科,Zosteropidae,Zosterops,91,1132,YJ4X202304060710Zosterops simplex
11,YJ,YJ4,high,X202304060710,HXL,金头拟缝叶莺,1,Phyllergates cucullatus,PASSERIFORMES,树莺科,Cettiidae,Phyllergates,79,841,YJ4X202304060710Phyllergates cucullatus
11,YJ,YJ4,high,X202304060710,HXL,黑喉噪鹛,2,Pterorhinus chinensis,PASSERIFORMES,噪鹛科,Leiothrichidae,Pterorhinus,88,1068,YJ4X202304060710Pterorhinus chinensis
11,YJ,YJ5,high,X202304060715,YJ,金头拟缝叶莺,1,Phyllergates cucullatus,PASSERIFORMES,树莺科,Cettiidae,Phyllergates,79,841,YJ5X202304060715Phyllergates cucullatus
